Sentence_ID,Source_Language,Target_Language,Source_Text,Target_Text,Domain,Sentence_Length,Translation_Quality,Speaker_Region,Formality
S1223,English,Luganda,We are going home,[Luganda translation] Tugenda waka,Education,4,High,Central,Formal
S1224,English,Luganda,The road is bad,[Luganda translation] Ekkubo libi,Business,4,High,Western,Informal
S1225,English,Lusoga,The road is bad,[Lusoga translation] Oluguudo lubi,Agriculture,4,High,West Nile,Informal
S0001,English,Luganda,The road is bad,[Luganda translation] Ekkubo libi,Agriculture,4,High,Eastern,Formal
S1227,English,Lusoga,We are going home,[Lusoga translation] Tuli kugya waka,Health,4,High,Eastern,Informal
S1228,English,Lusoga,Open the door,[Lusoga translation] Igulawo olwigi,Agriculture,3,High,Northern,Formal
S1229,English,Rukiga,Good morning,[Rukiga translation] Bwashesha gye,Government,2,High,West Nile,Formal
S1230,English,Lugbara,Wash your hands,[Lugbara translation] Mi uji midriki,Health,3,High,Central,Informal
S1231,English,Acholi,School begins tomorrow,[Acholi translation] Gang Kwan obi cake diki,Education,3,High,Western,Informal
S1232,English,Acholi,The crops are ready,[Acholi translation] Jami ma ki pito dong tye atera,Agriculture,4,High,Eastern,Formal
S1233,English,Acholi,Welcome,[Acholi translation] Wa joli,Education,1,High,Eastern,Informal
S1234,English,Luganda,School begins tomorrow,[Luganda translation] Essomero litandika enkya,Education,3,High,Eastern,Formal
S1235,English,Luganda,Thank you,[Luganda translation] Webale,Education,2,High,West Nile,Formal
S1236,English,Lugbara,The patient needs medicine,[Lugbara translation] Ba azoruri le aro,Health,4,High,Western,Informal
S1237,English,Lugbara,We are going home,[Lugbara translation] Ama mu akuwa,Daily Conversation,4,High,Northern,Informal
S1238,English,Runyankole,The crops are ready,[Runyankole translation] Ebihingwa byahaire,Agriculture,4,High,Central,Formal
S1239,English,Rukiga,Wash your hands,[Rukiga translation] Naaba engaro zaawe,Health,3,High,Western,Formal
S1240,English,Lugbara,School begins tomorrow,[Lugbara translation] Sukulu la ido dusi,Education,3,High,West Nile,Formal
S1241,English,Rukiga,Open the door,[Rukiga translation] Yaigura orwigi,Education,3,High,Central,Formal
S1242,English,Lusoga,The crops are ready,[Lusoga translation] Ebisimbe byatuuka,Agriculture,4,High,Northern,Informal
S1243,English,Runyankole,The crops are ready,[Runyankole translation] Ebihingwa byahaire,Agriculture,4,High,Eastern,Informal
S1244,English,Luganda,Wash your hands,[Luganda translation] Naaba emikono gyo,Health,3,High,Central,Informal
S1245,English,Luganda,This park has many animals,[Luganda translation] Paaka eno erimu ensolo nyingi,Tourism,5,High,Eastern,Formal
S1246,English,Luganda,Open the door,[Luganda translation] Ggulawo oluggi,Agriculture,3,High,West Nile,Formal
S1247,English,Ateso,The market is busy today,[Ateso translation] Ipu etunya osokoni,Business,5,High,Central,Informal
S1248,English,Lusoga,The crops are ready,[Lusoga translation] Ebisimbe byatuuka,Agriculture,4,High,Northern,Formal
S1249,English,Luganda,Wash your hands,[Luganda translation] Naaba emikono gyo,Health,3,High,Western,Informal
S1250,English,Lusoga,Thank you,[Lusoga translation] Webale,Business,2,High,West Nile,Informal
S1251,English,Rukiga,The patient needs medicine,[Rukiga translation] Omurwaire nayetenga embazi,Health,4,High,Eastern,Formal
S1252,English,Ateso,We are going home,[Ateso translation] Alototo oire,Daily Conversation,4,High,Central,Formal
S1253,English,Lugbara,Good morning,[Lugbara translation] Mi afu ngoni,Government,2,High,Western,Informal
S1254,English,Acholi,Good morning,[Acholi translation] Wu coo Maber,Business,2,High,Northern,Formal
S1255,English,Lugbara,The crops are ready,[Lugbara translation] Nyaka afukibo,Agriculture,4,High,Central,Informal
S1256,English,Lugbara,The patient needs medicine,[Lugbara translation] Ba azoruri le aro,Health,4,High,Eastern,Formal
S1257,English,Acholi,The road is bad,[Acholi translation] Gudu ni rac,Tourism,4,High,Northern,Informal
S1258,English,Acholi,This park has many animals,[Acholi translation] Kabedo pa lee ni tye ki lee mapol,Tourism,5,High,Northern,Formal
S1259,English,Lugbara,The market is busy today,[Lugbara translation] Su fi andu,Business,5,High,Central,Formal
S1260,English,Lusoga,The patient needs medicine,[Lusoga translation] Omulwaire yetaaga obulezi,Health,4,High,West Nile,Formal
S1261,English,Lugbara,The market is busy today,[Lugbara translation] Su fi andu,Business,5,High,West Nile,Formal
S1262,English,Luganda,The patient needs medicine,[Luganda translation] Omulwadde yeetaaga eddagala,Health,4,High,West Nile,Informal
S1263,English,Lusoga,We are going home,[Lusoga translation] Tuli kugya waka,Government,4,High,West Nile,Formal
S1264,English,Rukiga,This park has many animals,[Rukiga translation] Paaka egi erimu enyamaiswa mingi,Tourism,5,High,Northern,Informal
S1265,English,Rukiga,Open the door,[Rukiga translation] Yaigura orwigi,Education,3,High,Western,Formal
S1266,English,Lusoga,Thank you,[Lusoga translation] Webale,Tourism,2,High,Eastern,Formal
S1267,English,Luganda,The patient needs medicine,[Luganda translation] Omulwadde yeetaaga eddagala,Health,4,High,Central,Formal
S1268,English,Lusoga,The crops are ready,[Lusoga translation] Ebisimbe byatuuka,Agriculture,4,High,Northern,Informal
S1269,English,Lugbara,Good morning,[Lugbara translation] Mi afu ngoni,Government,2,High,Eastern,Informal
S1270,English,Acholi,Thank you,[Acholi translation] Apwoya wun weng,Agriculture,2,High,Eastern,Informal
S1271,English,Luganda,The market is busy today,[Luganda translation] Akatale kaliimu abantu bangi leero,Business,5,High,Northern,Informal
S1272,English,Acholi,Wash your hands,[Acholi translation] Lwok cingi,Health,3,High,Eastern,Formal
S1273,English,Luganda,Good morning,[Luganda translation] Wasuze otya,Education,2,High,Eastern,Formal
S1274,English,Rukiga,Welcome,[Rukiga translation] Twakwakiira,Agriculture,1,High,Western,Informal
S1275,English,Lugbara,This park has many animals,[Lugbara translation] Jeredigada anakpaki minji,Tourism,5,High,West Nile,Formal
S1276,English,Lugbara,The patient needs medicine,[Lugbara translation] Ba azoruri le aro,Health,4,High,Northern,Formal
S1277,English,Luganda,The crops are ready,[Luganda translation] Ebirime bikuze,Agriculture,4,High,West Nile,Informal
S1278,English,Rukiga,Wash your hands,[Rukiga translation] Naaba engaro zaawe,Health,3,High,West Nile,Formal
S1279,English,Acholi,Good morning,[Acholi translation] Wu coo Maber,Education,2,High,Northern,Formal
S1280,English,Lugbara,We are going home,[Lugbara translation] Ama mu akuwa,Health,4,High,Western,Informal
S1281,English,Ateso,The crops are ready,[Ateso translation] Ebaret ekeda aiyare.,Agriculture,4,High,West Nile,Formal
S1282,English,Ateso,School begins tomorrow,[Ateso translation] Egenu esomero emoi,Education,3,High,Western,Formal
S1283,English,Runyankole,School begins tomorrow,[Runyankole translation] Eishomero niritandika nyencakare,Education,3,High,West Nile,Formal
S1284,English,Ateso,This park has many animals,[Ateso translation] Epu eitur awujo,Tourism,5,High,Eastern,Informal
S1285,English,Runyankole,The road is bad,[Runyankole translation] Oruguto nirubi,Business,4,High,Western,Formal
S1286,English,Lusoga,The road is bad,[Lusoga translation] Oluguudo lubi,Government,4,High,Central,Informal
S1287,English,Ateso,Welcome,[Ateso translation] Ijalama anyin,Daily Conversation,1,High,West Nile,Formal
S1288,English,Rukiga,The patient needs medicine,[Rukiga translation] Omurwaire nayetenga embazi,Health,4,High,Eastern,Informal
S1289,English,Ateso,The patient needs medicine,[Ateso translation] Ekotosi adeka ekia,Health,4,High,Western,Informal
S1290,English,Ateso,The patient needs medicine,[Ateso translation] Ekotosi adeka ekia,Health,4,High,Western,Informal
S1291,English,Luganda,Wash your hands,[Luganda translation] Naaba emikono gyo,Health,3,High,West Nile,Formal
S1292,English,Luganda,We are going home,[Luganda translation] Tugenda waka,Business,4,High,Northern,Informal
S1293,English,Luganda,This park has many animals,[Luganda translation] Paaka eno erimu ensolo nyingi,Tourism,5,High,Central,Formal
S1294,English,Ateso,School begins tomorrow,[Ateso translation] Egenu esomero emoi,Education,3,High,Central,Informal
S1295,English,Acholi,Wash your hands,[Acholi translation] Lwok cingi,Health,3,High,Western,Informal
S1296,English,Luganda,The market is busy today,[Luganda translation] Akatale kaliimu abantu bangi leero,Business,5,High,Eastern,Formal
S1297,English,Acholi,School begins tomorrow,[Acholi translation] Gang Kwan obi cake diki,Education,3,High,West Nile,Formal
S1298,English,Lugbara,Good morning,[Lugbara translation] Mi afu ngoni,Tourism,2,High,Central,Formal
S1299,English,Luganda,Welcome,[Luganda translation] Tukwaniriza,Health,1,High,Western,Informal
S1300,English,Lugbara,Wash your hands,[Lugbara translation] Mi uji midriki,Health,3,High,Western,Formal
S1301,English,Runyankole,The road is bad,[Runyankole translation] Oruguto nirubi,Agriculture,4,High,Central,Formal
S1302,English,Lusoga,The road is bad,[Lusoga translation] Oluguudo lubi,Education,4,High,Western,Formal
S1303,English,Rukiga,Welcome,[Rukiga translation] Twakwakiira,Tourism,1,High,Eastern,Informal
S1304,English,Lusoga,Wash your hands,[Lusoga translation] Naaba engalo dho,Health,3,High,Central,Formal
S1305,English,Acholi,The road is bad,[Acholi translation] Gudu ni rac,Daily Conversation,4,High,Western,Formal
S1306,English,Luganda,We are going home,[Luganda translation] Tugenda waka,Agriculture,4,High,West Nile,Informal
S1307,English,Luganda,The crops are ready,[Luganda translation] Ebirime bikuze,Agriculture,4,High,Northern,Formal
S1308,English,Lugbara,School begins tomorrow,[Lugbara translation] Sukulu la ido dusi,Education,3,High,Eastern,Formal
S1309,English,Runyankole,Good morning,[Runyankole translation] Oreiregye ,Government,2,High,Central,Informal
S1310,English,Luganda,Welcome,[Luganda translation] Tukwaniriza,Government,1,High,Central,Informal
S1311,English,Lugbara,Open the door,[Lugbara translation] Indi kati,Tourism,3,High,Eastern,Informal
S1312,English,Ateso,The road is bad,[Ateso translation] Ebarabara ekeda aiboroit.,Health,4,High,Central,Informal
S1313,English,Ateso,The patient needs medicine,[Ateso translation] Ekotosi adeka ekia,Health,4,High,Northern,Informal
S1314,English,Lugbara,Thank you,[Lugbara translation] Awodifo,Education,2,High,Central,Informal
S1315,English,Acholi,Welcome,[Acholi translation] Wa joli,Tourism,1,High,Eastern,Formal
S1316,English,Runyankole,Good morning,[Runyankole translation] Oreiregye ,Education,2,High,Central,Informal
S1317,English,Acholi,Wash your hands,[Acholi translation] Lwok cingi,Health,3,High,Northern,Informal
S1318,English,Runyankole,Wash your hands,[Runyankole translation] Naba engaro zaawe,Health,3,High,West Nile,Informal
S1319,English,Luganda,The patient needs medicine,[Luganda translation] Omulwadde yeetaaga eddagala,Health,4,High,Central,Informal
S1320,English,Luganda,Good morning,[Luganda translation] Wasuze otya,Health,2,High,Eastern,Informal
S1321,English,Ateso,This park has many animals,[Ateso translation] Epu eitur awujo,Tourism,5,High,Northern,Informal
S1322,English,Rukiga,Open the door,[Rukiga translation] Yaigura orwigi,Daily Conversation,3,High,Central,Informal
S1323,English,Ateso,Open the door,[Ateso translation] Buka ebwogo.,Government,3,High,Northern,Informal
S1324,English,Acholi,The patient needs medicine,[Acholi translation] Latwo ni mito yat,Health,4,High,West Nile,Informal
S1325,English,Lugbara,Open the door,[Lugbara translation] Indi kati,Education,3,High,Eastern,Informal
S1326,English,Ateso,The road is bad,[Ateso translation] Ebarabara ekeda aiboroit.,Daily Conversation,4,High,Central,Informal
S1327,English,Rukiga,Wash your hands,[Rukiga translation] Naaba engaro zaawe,Health,3,High,West Nile,Formal
S1328,English,Ateso,We are going home,[Ateso translation] Alototo oire,Daily Conversation,4,High,West Nile,Informal
S1329,English,Rukiga,The crops are ready,[[Rukiga translation] Ebihingwa byezire,Agriculture,4,High,West Nile,Formal
S1330,English,Lusoga,Good morning,[Lusoga translation] Wasuze otya,Government,2,High,Western,Informal
S1331,English,Ateso,This park has many animals,[Ateso translation] Epu eitur awujo,Tourism,5,High,Eastern,Informal
S1332,English,Runyankole,This park has many animals,[Runyankole translation] Ekishaka kyiine ebinyamaiswa nyingi,Tourism,5,High,West Nile,Formal
S1333,English,Rukiga,We are going home,[[Rukiga translation] Turiyo nituza omuka,Health,4,High,Eastern,Formal
S1334,English,Ateso,Wash your hands,[Ateso translation] Elota akani,Health,3,High,Eastern,Informal
S1335,English,Rukiga,This park has many animals,[Rukiga translation] Paaka egi erimu enyamaiswa mingi,Tourism,5,High,Eastern,Formal
S1336,English,Lusoga,Good morning,[Lusoga translation] Wasuze otya,Daily Conversation,2,High,Western,Formal
S1337,English,Runyankole,We are going home,[Runyankole translation] Turiyo Nitutaha omuka,Health,4,High,Central,Formal
S1338,English,Rukiga,The patient needs medicine,[Rukiga translation] Omurwaire nayetenga embazi,Health,4,High,Northern,Formal
S1339,English,Acholi,Thank you,[Acholi translation] Apwoya wun weng,Agriculture,2,High,Central,Formal
S1340,English,Rukiga,The market is busy today,[Rukiga translation] Akatare kijwire erizoba,Business,5,High,West Nile,Formal
S1341,English,Acholi,The patient needs medicine,[Acholi translation] Latwo ni mito yat,Health,4,High,Northern,Informal
####,English,Runyankole,Thank you,[Runyankole translation] Twakushemererwa,Health,2,High,Eastern,Formal
S1343,English,Rukiga,Wash your hands,[Rukiga translation] Naaba engaro zaawe,Health,3,High,Central,Formal
S1344,English,Rukiga,Open the door,[Rukiga translation] Yaigura orwigi,Agriculture,3,High,Central,Informal
S1345,English,Luganda,The patient needs medicine,[Luganda translation] Omulwadde yeetaaga eddagala,Health,4,High,Eastern,Formal
S1346,English,Acholi,Welcome,[Acholi translation] Wa joli,Health,1,High,West Nile,Formal
S1347,English,Ateso,Open the door,[Ateso translation] Buka ebwogo.,Agriculture,3,High,Eastern,Informal
S1348,English,Acholi,The patient needs medicine,[Acholi translation] Latwo ni mito yat,Health,4,High,Central,Formal
S1349,English,Luganda,The market is busy today,[Luganda translation] Akatale kaliimu abantu bangi leero,Business,5,High,Eastern,Formal
S1350,English,Lusoga,Open the door,[Lusoga translation] Igulawo olwigi,Business,3,High,Eastern,Formal
S1351,English,Lusoga,The crops are ready,[Lusoga translation] Ebisimbe byatuuka,Agriculture,4,High,Western,Informal
S1352,English,Rukiga,School begins tomorrow,[[Rukiga translation] Eishomero niritandika nyencakare,Education,3,High,Northern,Informal
S1353,English,Lugbara,The road is bad,[Lugbara translation] Njila unji,Education,4,High,Western,Informal
S1354,English,Lugbara,Thank you,[Lugbara translation] Awodifo,Education,2,High,West Nile,Informal
S1355,English,Ateso,Open the door,[Ateso translation] Buka ebwogo.,Health,3,High,Northern,Informal
S1356,English,Runyankole,Wash your hands,[Runyankole translation] Naba engaro zaawe,Health,3,High,West Nile,Formal
S1357,English,Ateso,We are going home,[Ateso translation] Alototo oire,Daily Conversation,4,High,Eastern,Formal
S1358,English,Luganda,Welcome,[Luganda translation] Tukwaniriza,Daily Conversation,1,High,Eastern,Informal
S1359,English,Luganda,Wash your hands,[Luganda translation] Naaba emikono gyo,Health,3,High,West Nile,Formal
S1360,English,Luganda,Good morning,[Luganda translation] Wasuze otya,Business,2,High,Central,Informal
S1361,English,Acholi,We are going home,[Acholi translation] Watye ka dok gang,Health,4,High,Central,Formal
S1362,English,Ateso,This park has many animals,[Ateso translation] Epu eitur awujo,Tourism,5,High,Central,Formal
S1363,English,Lugbara,The patient needs medicine,[Lugbara translation] Ba azoruri le aro,Health,4,High,Northern,Informal
